source_file,timestamp,pid,problem,problem_path,nvars,nconstraints,N,constraint_type,candidate_state_space_size,time_to_first_feasible_sec,init_elapsed_to_first_feasible_sec,first_feasible_objective,first_feasible_state,current_memory_mb,peak_memory_mb,argv
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:04+0800,23233,supportcase6_ds_qaoa_c722_c726_0004,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c722_c726_0004.json,4,2,8,linear,4096,0.00014953594654798508,0.0030286880210042,150892000.0,"[0, 0, 0, 1]",152.0,152.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c722_c726_0004.json --worker-result /tmp/qaoa_feasible_wib2pv1e/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:05+0800,23421,supportcase6_ds_qaoa_c722_c726_0005,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c722_c726_0005.json,4,2,8,linear,4096,0.0001921909861266613,0.003269714070484042,134333000.0,"[0, 0, 0, 1]",150.0,150.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c722_c726_0005.json --worker-result /tmp/qaoa_feasible_omgw9q7v/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:06+0800,23562,supportcase6_ds_qaoa_c726_0002,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c726_0002.json,4,1,8,linear,4096,0.00015515508130192757,0.003518239129334688,151847000.0,"[0, 0, 0, 1]",152.0,152.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c726_0002.json --worker-result /tmp/qaoa_feasible_lwgqvn0i/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:08+0800,23715,supportcase6_ds_qaoa_c726_0003,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c726_0003.json,4,1,8,linear,4096,0.00015565590001642704,0.003427271032705903,150892000.0,"[0, 0, 0, 1]",152.0,152.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c726_0003.json --worker-result /tmp/qaoa_feasible__po6l3n9/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:09+0800,23874,supportcase6_ds_qaoa_c726_0004,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c726_0004.json,4,1,8,linear,4096,0.00015253107994794846,0.0034282729029655457,134333000.0,"[0, 0, 0, 1]",152.0,152.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c726_0004.json --worker-result /tmp/qaoa_feasible_32u7jzql/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:10+0800,24023,supportcase6_ds_qaoa_c733_0001,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c733_0001.json,4,1,8,linear,4096,0.00016448902897536755,0.0034856090787798166,144887000.0,"[0, 0, 0, 1]",152.0,152.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c733_0001.json --worker-result /tmp/qaoa_feasible_sdpr0gzl/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:11+0800,24193,supportcase6_ds_qaoa_c733_0002,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c733_0002.json,4,1,8,linear,4096,0.00015494413673877716,0.003427372081205249,134333000.0,"[0, 0, 0, 1]",152.0,152.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c733_0002.json --worker-result /tmp/qaoa_feasible_0jjulop0/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:12+0800,24333,supportcase6_ds_qaoa_c745_0002,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c745_0002.json,4,1,8,linear,4096,0.00015555601567029953,0.003399598877876997,150892000.0,"[0, 0, 0, 1]",152.0,152.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c745_0002.json --worker-result /tmp/qaoa_feasible_0mxlwlx4/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:13+0800,24478,supportcase6_ds_qaoa_c745_0003,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c745_0003.json,4,1,8,linear,4096,0.0001511680893599987,0.003379629924893379,134333000.0,"[0, 0, 0, 1]",152.0,152.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c745_0003.json --worker-result /tmp/qaoa_feasible_t21fvq44/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:14+0800,24659,supportcase6_ds_qaoa_c745_0004,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c745_0004.json,4,1,8,linear,4096,0.00014885514974594116,0.0033784580882638693,145944000.0,"[0, 0, 0, 1]",152.0,152.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c745_0004.json --worker-result /tmp/qaoa_feasible_wosh4a5g/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:15+0800,24811,supportcase6_ds_qaoa_c745_c747_0001,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c745_c747_0001.json,4,2,8,linear,4096,0.00015465309843420982,0.003019304946064949,145944000.0,"[0, 0, 0, 1]",152.0,152.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c745_c747_0001.json --worker-result /tmp/qaoa_feasible_0zwcs1oy/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:16+0800,25010,supportcase6_ds_qaoa_c745_c747_0003,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c745_c747_0003.json,4,2,8,linear,4096,0.0002628669608384371,0.003108580131083727,144887000.0,"[0, 0, 1, 0]",152.0,152.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c745_c747_0003.json --worker-result /tmp/qaoa_feasible_pqobw_7q/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:17+0800,25147,supportcase6_ds_qaoa_c745_c747_0004,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c745_c747_0004.json,4,2,8,linear,4096,0.00016484898515045643,0.0031321749556809664,150892000.0,"[0, 0, 0, 1]",152.0,152.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c745_c747_0004.json --worker-result /tmp/qaoa_feasible_c968wiie/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:18+0800,25296,supportcase6_ds_qaoa_c745_c747_0005,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c745_c747_0005.json,4,2,8,linear,4096,0.00014850497245788574,0.003046504920348525,134333000.0,"[0, 0, 0, 1]",152.0,152.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c745_c747_0005.json --worker-result /tmp/qaoa_feasible_qkbqh02w/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:19+0800,25455,supportcase6_ds_qaoa_c759_0001,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c759_0001.json,4,1,8,linear,4096,0.00015317206270992756,0.003572331042960286,150892000.0,"[0, 0, 0, 1]",150.0,150.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c759_0001.json --worker-result /tmp/qaoa_feasible_ecjzxtmc/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:20+0800,25605,supportcase6_ds_qaoa_c759_0002,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c759_0002.json,4,1,8,linear,4096,0.0001585199497640133,0.0034798819106072187,151847000.0,"[0, 0, 0, 1]",152.0,152.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c759_0002.json --worker-result /tmp/qaoa_feasible_oyo5d_l2/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:21+0800,25771,supportcase6_ds_qaoa_c762_0001,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c762_0001.json,4,1,8,linear,4096,0.00015139905735850334,0.0034636061172932386,151847000.0,"[0, 0, 0, 1]",150.0,150.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c762_0001.json --worker-result /tmp/qaoa_feasible_ogtid4q7/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:22+0800,25907,supportcase6_ds_qaoa_c762_0002,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c762_0002.json,4,1,8,linear,4096,0.0001571269240230322,0.0034458900336176157,145944000.0,"[0, 0, 0, 1]",152.0,152.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c762_0002.json --worker-result /tmp/qaoa_feasible_18zaz1yg/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:23+0800,26058,supportcase6_ds_qaoa_c762_0003,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c762_0003.json,4,1,8,linear,4096,0.00015314086340367794,0.003761376952752471,144887000.0,"[0, 0, 0, 1]",150.0,150.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_04/supportcase6_ds_qaoa_c762_0003.json --worker-result /tmp/qaoa_feasible_ot9j2adc/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:24+0800,26243,assign1-5-8_ds_qaoa_R0003_0001,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/assign1-5-8_ds_qaoa_R0003_0001.json,5,1,8,linear,32768,0.0003340349067002535,0.026787878945469856,0.0,"[0, 0, 0, 0, 5]",169.07421875,172.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/assign1-5-8_ds_qaoa_R0003_0001.json --worker-result /tmp/qaoa_feasible_wsryb5ju/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:25+0800,26394,assign1-5-8_ds_qaoa_R0008_0001,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/assign1-5-8_ds_qaoa_R0008_0001.json,5,1,8,linear,32768,0.0003222471568733454,0.024122609989717603,0.0,"[0, 0, 0, 0, 5]",169.0703125,172.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/assign1-5-8_ds_qaoa_R0008_0001.json --worker-result /tmp/qaoa_feasible_cda71crm/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:26+0800,26586,assign1-5-8_ds_qaoa_R0038_0001,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/assign1-5-8_ds_qaoa_R0038_0001.json,5,1,8,linear,32768,0.0003292879555374384,0.025622647954151034,0.0,"[0, 0, 0, 0, 5]",167.9765625,170.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/assign1-5-8_ds_qaoa_R0038_0001.json --worker-result /tmp/qaoa_feasible_ld75240k/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:28+0800,26736,ex10_ds_qaoa_NOD26_0001,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/ex10_ds_qaoa_NOD26_0001.json,5,1,8,linear,32768,0.00023635686375200748,0.024188239825889468,1.0,"[0, 0, 0, 0, 1]",170.0546875,173.05078125,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/ex10_ds_qaoa_NOD26_0001.json --worker-result /tmp/qaoa_feasible_kvo2w1hv/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:29+0800,26895,ex10_ds_qaoa_NOD26_NOD2X2_0001,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/ex10_ds_qaoa_NOD26_NOD2X2_0001.json,5,2,8,linear,32768,0.0014561810530722141,0.021346482913941145,1.0,"[0, 0, 1, 0, 0]",170.0,170.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/ex10_ds_qaoa_NOD26_NOD2X2_0001.json --worker-result /tmp/qaoa_feasible_qcat_iny/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:31+0800,27057,ex9_ds_qaoa_NOD2X5_NOD37_0007,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/ex9_ds_qaoa_NOD2X5_NOD37_0007.json,5,2,8,linear,32768,0.00022437889128923416,0.01974670495837927,1.0,"[0, 0, 0, 0, 1]",168.0,168.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/ex9_ds_qaoa_NOD2X5_NOD37_0007.json --worker-result /tmp/qaoa_feasible_qc0ip_6v/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:32+0800,27229,ex9_ds_qaoa_NOD2X5_NOD37_0008,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/ex9_ds_qaoa_NOD2X5_NOD37_0008.json,5,2,8,linear,32768,0.00022470997646450996,0.019895198987796903,1.0,"[0, 0, 0, 0, 1]",172.0,172.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/ex9_ds_qaoa_NOD2X5_NOD37_0008.json --worker-result /tmp/qaoa_feasible_ii_ieft4/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:34+0800,27426,ex9_ds_qaoa_NOD2X5_NOD37_0009,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/ex9_ds_qaoa_NOD2X5_NOD37_0009.json,5,2,8,linear,32768,0.0003773400094360113,0.020134520949795842,1.0,"[0, 0, 0, 1, 0]",172.0,172.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/ex9_ds_qaoa_NOD2X5_NOD37_0009.json --worker-result /tmp/qaoa_feasible_qwmts4a8/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:35+0800,27597,ex9_ds_qaoa_NOD2X5_NOD37_0010,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/ex9_ds_qaoa_NOD2X5_NOD37_0010.json,5,2,8,linear,32768,0.001446436857804656,0.02151292492635548,1.0,"[0, 0, 1, 0, 0]",172.0,172.0,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/ex9_ds_qaoa_NOD2X5_NOD37_0010.json --worker-result /tmp/qaoa_feasible_flnhcd1w/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:36+0800,27804,irp_ds_qaoa_R0002_0001,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/irp_ds_qaoa_R0002_0001.json,5,1,8,linear,32768,0.00022759404964745045,0.02341743395663798,6049200000.0,"[0, 0, 0, 0, 1]",172.04296875,175.0390625,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/irp_ds_qaoa_R0002_0001.json --worker-result /tmp/qaoa_feasible_1gk8socr/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:38+0800,27950,irp_ds_qaoa_R0002_0002,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/irp_ds_qaoa_R0002_0002.json,5,1,8,linear,32768,0.00023872102610766888,0.02427964797243476,5946950000.0,"[0, 0, 0, 0, 1]",172.0625,175.05859375,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/irp_ds_qaoa_R0002_0002.json --worker-result /tmp/qaoa_feasible_89ohg_qy/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:39+0800,28126,irp_ds_qaoa_R0002_0003,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/irp_ds_qaoa_R0002_0003.json,5,1,8,linear,32768,0.0002277148887515068,0.02394905802793801,6340890000.0,"[0, 0, 0, 0, 1]",172.1640625,175.16015625,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/irp_ds_qaoa_R0002_0003.json --worker-result /tmp/qaoa_feasible_y729qmvw/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:41+0800,28293,irp_ds_qaoa_R0002_0004,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/irp_ds_qaoa_R0002_0004.json,5,1,8,linear,32768,0.0002416861243546009,0.023774613859131932,5861380000.0,"[0, 0, 0, 0, 1]",170.05859375,173.0546875,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/irp_ds_qaoa_R0002_0004.json --worker-result /tmp/qaoa_feasible_v2jeycge/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:42+0800,28457,irp_ds_qaoa_R0002_0005,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/irp_ds_qaoa_R0002_0005.json,5,1,8,linear,32768,0.00022940686903893948,0.024439610075205564,5813350000.0,"[0, 0, 0, 0, 1]",172.17578125,175.171875,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/irp_ds_qaoa_R0002_0005.json --worker-result /tmp/qaoa_feasible_176iu_t8/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:44+0800,28627,irp_ds_qaoa_R0002_0006,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/irp_ds_qaoa_R0002_0006.json,5,1,8,linear,32768,0.00025364384055137634,0.024065193021669984,5989160000.0,"[0, 0, 0, 0, 1]",170.06640625,173.0625,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/irp_ds_qaoa_R0002_0006.json --worker-result /tmp/qaoa_feasible_rv424p25/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:45+0800,28793,irp_ds_qaoa_R0002_0007,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/irp_ds_qaoa_R0002_0007.json,5,1,8,linear,32768,0.00023649795912206173,0.02519254805520177,5886900000.0,"[0, 0, 0, 0, 1]",172.0625,175.05859375,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/irp_ds_qaoa_R0002_0007.json --worker-result /tmp/qaoa_feasible_3ud3y6gh/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:46+0800,28978,irp_ds_qaoa_R0002_0008,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/irp_ds_qaoa_R0002_0008.json,5,1,8,linear,32768,0.00023740902543067932,0.024563387036323547,6280850000.0,"[0, 0, 0, 0, 1]",172.05859375,175.0546875,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/irp_ds_qaoa_R0002_0008.json --worker-result /tmp/qaoa_feasible_roz7rnjp/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
qaoa_feasible_benchmark_a100_20260721_162713_cvIP_qaoa_first_feasible.csv,2026-07-21T16:29:48+0800,29145,irp_ds_qaoa_R0002_0009,/home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/irp_ds_qaoa_R0002_0009.json,5,1,8,linear,32768,0.0002361468505114317,0.024995200103148818,5801330000.0,"[0, 0, 0, 0, 1]",172.05859375,175.0546875,/home/zhenyusen/MIP-quantum/benchmark_qaoa_feasible.py --worker-problem /home/zhenyusen/MIP-quantum/data/miplib_benders/qaoa_problems/nvars_05/irp_ds_qaoa_R0002_0009.json --worker-result /tmp/qaoa_feasible_f5yvyzxu/result.json --p 1 --maxiter 5 --seed 42 --circuit-type multi_beta
