problem,path,n_int_vars,n_binary_vars,n_constraints,provider,max_iter,shots,status,wall_sec,peak_rss_mb,classical_optimal_objective,classical_optimal_solution,choco_best_feasible_objective,choco_best_feasible_solution,choco_best_feasible_probability,choco_raw_states,choco_raw_probabilities,iteration_count,circuit_depth,circuit_width,circuit_culled_depth,circuit_num_one_qubit_gates,error
assign1-5-8_ds_qaoa_R0002_0001,data/miplib_benders/qaoa_problems/nvars_04/assign1-5-8_ds_qaoa_R0002_0001.json,4,12,1,ddsim,30,256,ok,16.507090835948475,396.78515625,5.0,"{""C0033"": 0, ""C0038"": 1, ""C0053"": 1, ""row_slack_R0002"": 0}",0.0,"{""C0033"": 0, ""C0038"": 0, ""C0053"": 0, ""row_slack_R0002"": 5}",1.0,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]]",[1.0],25,136,26,60,129,
assign1-5-8_ds_qaoa_R0003_0001,data/miplib_benders/qaoa_problems/nvars_04/assign1-5-8_ds_qaoa_R0003_0001.json,4,12,1,ddsim,30,256,ok,24.02114707196597,475.046875,6.0,"{""C0029"": 0, ""C0034"": 0, ""C0039"": 2, ""row_slack_R0003"": 1}",0.0,"{""C0029"": 0, ""C0034"": 0, ""C0039"": 0, ""row_slack_R0003"": 5}",0.99609375,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1]]","[0.99609375, 0.00390625]",29,55,26,24,99,
assign1-5-8_ds_qaoa_R0007_0001,data/miplib_benders/qaoa_problems/nvars_04/assign1-5-8_ds_qaoa_R0007_0001.json,4,12,1,ddsim,30,256,ok,22.903980595991015,403.1640625,5.0,"{""C0033"": 0, ""C0038"": 1, ""C0053"": 1, ""row_slack_R0007"": 0}",0.0,"{""C0033"": 0, ""C0038"": 0, ""C0053"": 0, ""row_slack_R0007"": 5}",0.9921875,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]]","[0.9921875, 0.00390625, 0.00390625]",29,69,26,30,105,
assign1-5-8_ds_qaoa_R0008_0001,data/miplib_benders/qaoa_problems/nvars_04/assign1-5-8_ds_qaoa_R0008_0001.json,4,12,1,ddsim,30,256,ok,12.156551455031149,475.0703125,6.0,"{""C0029"": 0, ""C0034"": 0, ""C0039"": 2, ""row_slack_R0008"": 1}",0.0,"{""C0029"": 0, ""C0034"": 0, ""C0039"": 0, ""row_slack_R0008"": 5}",1.0,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]]",[1.0],20,135,26,60,127,
assign1-5-8_ds_qaoa_R0013_0001,data/miplib_benders/qaoa_problems/nvars_04/assign1-5-8_ds_qaoa_R0013_0001.json,4,12,1,ddsim,30,256,ok,14.701334067969583,400.0,4.0,"{""C0029"": 0, ""C0034"": 2, ""C0039"": 0, ""row_slack_R0013"": 1}",0.0,"{""C0029"": 0, ""C0034"": 0, ""C0039"": 0, ""row_slack_R0013"": 5}",1.0,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]]",[1.0],24,135,26,60,127,
assign1-5-8_ds_qaoa_R0033_0001,data/miplib_benders/qaoa_problems/nvars_04/assign1-5-8_ds_qaoa_R0033_0001.json,4,12,1,ddsim,30,256,ok,21.521023752982728,396.5859375,6.0,"{""C0029"": 0, ""C0034"": 0, ""C0039"": 2, ""row_slack_R0033"": 1}",0.0,"{""C0029"": 0, ""C0034"": 0, ""C0039"": 0, ""row_slack_R0033"": 5}",1.0,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]]",[1.0],29,96,26,42,115,
assign1-5-8_ds_qaoa_R0037_0001,data/miplib_benders/qaoa_problems/nvars_04/assign1-5-8_ds_qaoa_R0037_0001.json,4,12,1,ddsim,30,256,ok,18.720844494062476,393.4453125,5.0,"{""C0033"": 0, ""C0038"": 1, ""C0053"": 1, ""row_slack_R0037"": 0}",0.0,"{""C0033"": 0, ""C0038"": 0, ""C0053"": 0, ""row_slack_R0037"": 5}",1.0,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]]",[1.0],21,96,26,42,115,
assign1-5-8_ds_qaoa_R0038_0001,data/miplib_benders/qaoa_problems/nvars_04/assign1-5-8_ds_qaoa_R0038_0001.json,4,12,1,ddsim,30,256,ok,15.477903170045465,477.359375,6.0,"{""C0029"": 0, ""C0034"": 0, ""C0039"": 2, ""row_slack_R0038"": 1}",0.0,"{""C0029"": 0, ""C0034"": 0, ""C0039"": 0, ""row_slack_R0038"": 5}",1.0,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]]",[1.0],31,135,26,60,127,
assign1-5-8_ds_qaoa_R0132_0001,data/miplib_benders/qaoa_problems/nvars_04/assign1-5-8_ds_qaoa_R0132_0001.json,4,12,1,ddsim,30,256,ok,15.087023064028472,405.62890625,4.0,"{""C0033"": 0, ""C0034"": 0, ""C0035"": 0, ""C0036"": 1}",4.0,"{""C0033"": 0, ""C0034"": 0, ""C0035"": 0, ""C0036"": 1}",1.0,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]",[1.0],22,149,26,66,132,
ex10_ds_qaoa_NOD26_0001,data/miplib_benders/qaoa_problems/nvars_04/ex10_ds_qaoa_NOD26_0001.json,4,12,1,ddsim,30,256,ok,14.282467520912178,473.046875,1.0,"{""b26_220"": 0, ""b26_222"": 0, ""b26_223"": 0, ""b26_230"": 1}",1.0,"{""b26_220"": 0, ""b26_222"": 0, ""b26_223"": 0, ""b26_230"": 1}",0.99609375,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]]","[0.99609375, 0.00390625]",23,149,26,66,132,
ex10_ds_qaoa_NOD26_NOD2X2_0001,data/miplib_benders/qaoa_problems/nvars_04/ex10_ds_qaoa_NOD26_NOD2X2_0001.json,4,12,2,ddsim,30,256,ok,20.884638693998568,389.38671875,1.0,"{""b26_220"": 0, ""b26_222"": 1, ""b26_223"": 0, ""b26_230"": 0}",1.0,"{""b26_220"": 0, ""b26_222"": 0, ""b26_223"": 1, ""b26_230"": 0}",1.0,"[[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",[1.0],23,109,26,48,123,
ex9_ds_qaoa_NOD2X5_NOD37_0008,data/miplib_benders/qaoa_problems/nvars_04/ex9_ds_qaoa_NOD2X5_NOD37_0008.json,4,12,2,ddsim,30,256,ok,16.799490030971356,394.70703125,1.0,"{""b37_243"": 0, ""b37_250"": 0, ""b37_251"": 0, ""b37_252"": 1}",1.0,"{""b37_243"": 0, ""b37_250"": 0, ""b37_251"": 0, ""b37_252"": 1}",1.0,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]",[1.0],25,109,26,48,123,
ex9_ds_qaoa_NOD2X5_NOD37_0010,data/miplib_benders/qaoa_problems/nvars_04/ex9_ds_qaoa_NOD2X5_NOD37_0010.json,4,12,2,ddsim,30,256,ok,23.78888739098329,389.41796875,1.0,"{""b37_251"": 0, ""b37_252"": 1, ""b37_253"": 0, ""b37_260"": 0}",1.0,"{""b37_251"": 0, ""b37_252"": 0, ""b37_253"": 1, ""b37_260"": 0}",1.0,"[[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",[1.0],21,109,26,48,123,
irp_ds_qaoa_R0002_0001,data/miplib_benders/qaoa_problems/nvars_04/irp_ds_qaoa_R0002_0001.json,4,12,1,ddsim,30,256,ok,18.372499883989803,397.2265625,6154830000.0,"{""C16904"": 1, ""C16905"": 0, ""C16906"": 0, ""C16908"": 0}",,,,"[[1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0], [1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0], [1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]]","[0.00390625, 0.0078125, 0.02734375, 0.01171875, 0.01953125, 0.01171875, 0.02734375, 0.890625]",31,149,26,66,132,
irp_ds_qaoa_R0002_0002,data/miplib_benders/qaoa_problems/nvars_04/irp_ds_qaoa_R0002_0002.json,4,12,1,ddsim,30,256,ok,15.87138635898009,396.05078125,6049200000.0,"{""C16905"": 0, ""C16906"": 0, ""C16908"": 0, ""C16909"": 1}",,,,"[[1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]]",[1.0],30,149,26,66,132,
irp_ds_qaoa_R0002_0003,data/miplib_benders/qaoa_problems/nvars_04/irp_ds_qaoa_R0002_0003.json,4,12,1,ddsim,30,256,ok,14.694104845984839,389.78125,6049200000.0,"{""C16906"": 0, ""C16908"": 0, ""C16909"": 1, ""C16910"": 0}",,,,"[[1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0], [1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0], [1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]]","[0.0078125, 0.01953125, 0.00390625, 0.00390625, 0.0078125, 0.015625, 0.01171875, 0.9296875]",31,149,26,66,132,
irp_ds_qaoa_R0002_0004,data/miplib_benders/qaoa_problems/nvars_04/irp_ds_qaoa_R0002_0004.json,4,12,1,ddsim,30,256,ok,20.596886577899568,397.53515625,6340890000.0,"{""C16908"": 0, ""C16909"": 0, ""C16910"": 0, ""C16911"": 1}",,,,"[[1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0], [1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0], [1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]]","[0.0078125, 0.00390625, 0.05078125, 0.03515625, 0.00390625, 0.0390625, 0.03125, 0.05078125, 0.77734375]",27,149,26,66,132,
irp_ds_qaoa_R0002_0005,data/miplib_benders/qaoa_problems/nvars_04/irp_ds_qaoa_R0002_0005.json,4,12,1,ddsim,30,256,ok,12.857421669992618,405.46875,6340890000.0,"{""C16909"": 0, ""C16910"": 0, ""C16911"": 1, ""C16912"": 0}",,,,"[[1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]]","[0.0078125, 0.01171875, 0.02734375, 0.00390625, 0.015625, 0.93359375]",29,149,26,66,132,
irp_ds_qaoa_R0002_0006,data/miplib_benders/qaoa_problems/nvars_04/irp_ds_qaoa_R0002_0006.json,4,12,1,ddsim,30,256,ok,19.112554219085723,403.375,6340890000.0,"{""C16910"": 0, ""C16911"": 1, ""C16912"": 0, ""C16913"": 0}",,,,"[[1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0], [1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0], [1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0], [1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0], [1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0], [1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]]","[0.0078125, 0.01171875, 0.00390625, 0.0078125, 0.05078125, 0.00390625, 0.03125, 0.00390625, 0.00390625, 0.0390625, 0.05859375, 0.0390625, 0.73828125]",30,149,26,66,132,
irp_ds_qaoa_R0002_0007,data/miplib_benders/qaoa_problems/nvars_04/irp_ds_qaoa_R0002_0007.json,4,12,1,ddsim,30,256,ok,14.853664095047861,399.15625,6340890000.0,"{""C16911"": 1, ""C16912"": 0, ""C16913"": 0, ""C16915"": 0}",,,,"[[1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0], [1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]]","[0.0234375, 0.0234375, 0.0078125, 0.00390625, 0.0078125, 0.93359375]",31,149,26,66,132,
irp_ds_qaoa_R0002_0008,data/miplib_benders/qaoa_problems/nvars_04/irp_ds_qaoa_R0002_0008.json,4,12,1,ddsim,30,256,ok,13.92245031404309,389.66015625,5989160000.0,"{""C16912"": 0, ""C16913"": 0, ""C16915"": 1, ""C16916"": 0}",,,,"[[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0], [1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]]","[0.00390625, 0.01171875, 0.03125, 0.0078125, 0.01171875, 0.93359375]",29,149,26,66,132,
irp_ds_qaoa_R0002_0009,data/miplib_benders/qaoa_problems/nvars_04/irp_ds_qaoa_R0002_0009.json,4,12,1,ddsim,30,256,ok,11.94609463994857,389.44921875,6280850000.0,"{""C16913"": 0, ""C16915"": 0, ""C16916"": 0, ""C16917"": 1}",,,,"[[1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0], [1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0], [1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]]","[0.00390625, 0.02734375, 0.0390625, 0.00390625, 0.02734375, 0.0234375, 0.01953125, 0.85546875]",26,149,26,66,132,
irp_ds_qaoa_R0002_0010,data/miplib_benders/qaoa_problems/nvars_04/irp_ds_qaoa_R0002_0010.json,4,12,1,ddsim,30,256,ok,14.090923081035726,403.8359375,6280850000.0,"{""C16915"": 0, ""C16916"": 0, ""C16917"": 1, ""C16918"": 0}",,,,"[[1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]]","[0.00390625, 0.015625, 0.01171875, 0.01171875, 0.01171875, 0.9453125]",31,149,26,66,132,
irp_ds_qaoa_R0002_0011,data/miplib_benders/qaoa_problems/nvars_04/irp_ds_qaoa_R0002_0011.json,4,12,1,ddsim,30,256,ok,17.64987427496817,401.96484375,6280850000.0,"{""C16916"": 0, ""C16917"": 1, ""C16918"": 0, ""C16919"": 0}",,,,"[[1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]]","[0.01171875, 0.00390625, 0.0078125, 0.00390625, 0.97265625]",31,149,26,66,132,
irp_ds_qaoa_R0010_R0015_0001,data/miplib_benders/qaoa_problems/nvars_04/irp_ds_qaoa_R0010_R0015_0001.json,4,12,2,ddsim,30,256,ok,40.86989171302412,395.6171875,6154830000.0,"{""C16904"": 1, ""C16905"": 0, ""C16906"": 0, ""C16908"": 0}",,,,"[[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0], [1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0], [1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1], [1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0], [1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0], [1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0], [1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1], [1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0], [1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]]","[0.0078125, 0.0078125, 0.0078125, 0.04296875, 0.00390625, 0.08984375, 0.00390625, 0.00390625, 0.00390625, 0.05078125, 0.015625, 0.07421875, 0.6875]",31,109,26,48,123,
irp_ds_qaoa_R0026_0001,data/miplib_benders/qaoa_problems/nvars_04/irp_ds_qaoa_R0026_0001.json,4,12,1,ddsim,30,256,ok,13.479299206053838,391.35546875,6280850000.0,"{""C16908"": 0, ""C16915"": 0, ""C16916"": 0, ""C16917"": 1}",,,,"[[1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]]","[0.00390625, 0.00390625, 0.0078125, 0.984375]",31,149,26,66,132,
leo1_ds_qaoa_R0000002_0001,data/miplib_benders/qaoa_problems/nvars_04/leo1_ds_qaoa_R0000002_0001.json,4,12,1,ddsim,30,256,ok,16.169596120947972,473.140625,6.0,"{""C0003537"": 0, ""C0003538"": 0, ""C0003539"": 2, ""row_slack_R0000002"": 4}",6.0,"{""C0003537"": 0, ""C0003538"": 0, ""C0003539"": 2, ""row_slack_R0000002"": 4}",0.9921875,"[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1], [1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]]","[0.9921875, 0.00390625, 0.00390625]",30,122,26,54,123,
leo1_ds_qaoa_R0000004_0001,data/miplib_benders/qaoa_problems/nvars_04/leo1_ds_qaoa_R0000004_0001.json,4,12,1,ddsim,30,256,ok,18.822572635952383,395.86328125,6.0,"{""C0003537"": 0, ""C0003538"": 0, ""C0003539"": 2, ""row_slack_R0000004"": 5}",6.0,"{""C0003537"": 0, ""C0003538"": 0, ""C0003539"": 2, ""row_slack_R0000004"": 5}",1.0,"[[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]]",[1.0],22,109,26,48,120,
leo1_ds_qaoa_R0000004_0002,data/miplib_benders/qaoa_problems/nvars_04/leo1_ds_qaoa_R0000004_0002.json,4,12,1,ddsim,30,256,ok,19.377790112048388,397.50390625,6.0,"{""C0003538"": 0, ""C0003539"": 0, ""C0003540"": 2, ""row_slack_R0000004"": 7}",6.0,"{""C0003538"": 0, ""C0003539"": 0, ""C0003540"": 2, ""row_slack_R0000004"": 7}",1.0,"[[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1]]",[1.0],22,109,26,48,121,
leo1_ds_qaoa_R0000004_0003,data/miplib_benders/qaoa_problems/nvars_04/leo1_ds_qaoa_R0000004_0003.json,4,12,1,ddsim,30,256,ok,19.031075043953024,392.9375,4.0,"{""C0003539"": 1, ""C0003540"": 0, ""C0003541"": 1, ""row_slack_R0000004"": 7}",4.0,"{""C0003539"": 0, ""C0003540"": 2, ""C0003541"": 0, ""row_slack_R0000004"": 7}",1.0,"[[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1]]",[1.0],24,109,26,48,121,
leo1_ds_qaoa_R0000004_0004,data/miplib_benders/qaoa_problems/nvars_04/leo1_ds_qaoa_R0000004_0004.json,4,12,1,ddsim,30,256,ok,22.149646180099808,403.1484375,21.0,"{""C0003540"": 0, ""C0003541"": 0, ""C0003572"": 7, ""row_slack_R0000004"": 6}",18.0,"{""C0003540"": 0, ""C0003541"": 0, ""C0003572"": 6, ""row_slack_R0000004"": 3}",1.0,"[[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]]",[1.0],24,82,26,36,111,
leo1_ds_qaoa_R0000004_0009,data/miplib_benders/qaoa_problems/nvars_04/leo1_ds_qaoa_R0000004_0009.json,4,12,1,ddsim,30,256,ok,17.951114077935927,474.68359375,6.0,"{""C0003575"": 0, ""C0003576"": 0, ""C0003577"": 2, ""row_slack_R0000004"": 3}",6.0,"{""C0003575"": 0, ""C0003576"": 0, ""C0003577"": 2, ""row_slack_R0000004"": 3}",1.0,"[[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]]",[1.0],29,109,26,48,120,
leo2_ds_qaoa_R0000004_0004,data/miplib_benders/qaoa_problems/nvars_04/leo2_ds_qaoa_R0000004_0004.json,4,12,1,ddsim,30,256,ok,24.675112602999434,398.8984375,9.0,"{""C0005734"": 0, ""C0005735"": 0, ""C0005736"": 3, ""row_slack_R0000004"": 3}",9.0,"{""C0005734"": 0, ""C0005735"": 0, ""C0005736"": 3, ""row_slack_R0000004"": 3}",1.0,"[[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]]",[1.0],22,96,26,42,117,
leo2_ds_qaoa_R0000004_0005,data/miplib_benders/qaoa_problems/nvars_04/leo2_ds_qaoa_R0000004_0005.json,4,12,1,ddsim,30,256,ok,18.995330096920952,474.66015625,8.0,"{""C0005735"": 0, ""C0005736"": 1, ""C0005737"": 2, ""row_slack_R0000004"": 7}",6.0,"{""C0005735"": 0, ""C0005736"": 0, ""C0005737"": 2, ""row_slack_R0000004"": 1}",1.0,"[[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]]",[1.0],25,83,26,36,111,
leo2_ds_qaoa_R0000004_0006,data/miplib_benders/qaoa_problems/nvars_04/leo2_ds_qaoa_R0000004_0006.json,4,12,1,ddsim,30,256,ok,19.002596147940494,405.49609375,5.0,"{""C0005736"": 0, ""C0005737"": 1, ""C0005738"": 1, ""row_slack_R0000004"": 5}",4.0,"{""C0005736"": 0, ""C0005737"": 2, ""C0005738"": 0, ""row_slack_R0000004"": 1}",1.0,"[[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]]",[1.0],31,108,26,48,117,
leo2_ds_qaoa_R0000004_0007,data/miplib_benders/qaoa_problems/nvars_04/leo2_ds_qaoa_R0000004_0007.json,4,12,1,ddsim,30,256,ok,19.211480819038115,400.31640625,4.0,"{""C0005737"": 1, ""C0005738"": 0, ""C0005739"": 1, ""row_slack_R0000004"": 7}",2.0,"{""C0005737"": 2, ""C0005738"": 0, ""C0005739"": 0, ""row_slack_R0000004"": 1}",0.99609375,"[[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]]","[0.99609375, 0.00390625]",22,110,26,48,119,
leo2_ds_qaoa_R0000004_0009,data/miplib_benders/qaoa_problems/nvars_04/leo2_ds_qaoa_R0000004_0009.json,4,12,1,ddsim,30,256,ok,25.20318033103831,389.203125,21.0,"{""C0005739"": 0, ""C0005740"": 0, ""C0005788"": 7, ""row_slack_R0000004"": 6}",18.0,"{""C0005739"": 0, ""C0005740"": 0, ""C0005788"": 6, ""row_slack_R0000004"": 3}",1.0,"[[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]]",[1.0],21,69,26,30,107,
neos-1456979_ds_qaoa_R0007_0001,data/miplib_benders/qaoa_problems/nvars_04/neos-1456979_ds_qaoa_R0007_0001.json,4,12,1,ddsim,30,256,ok,15.430876891012304,401.6015625,6.0,"{""C0186"": 0, ""C0187"": 0, ""C0188"": 0, ""C0189"": 1}",6.0,"{""C0186"": 0, ""C0187"": 0, ""C0188"": 0, ""C0189"": 1}",1.0,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]",[1.0],31,149,26,66,132,
neos-1456979_ds_qaoa_R0008_0001,data/miplib_benders/qaoa_problems/nvars_04/neos-1456979_ds_qaoa_R0008_0001.json,4,12,1,ddsim,30,256,ok,11.051180155016482,398.765625,4.0,"{""C0191"": 0, ""C0192"": 0, ""C0193"": 0, ""C0194"": 1}",4.0,"{""C0191"": 0, ""C0192"": 0, ""C0193"": 0, ""C0194"": 1}",1.0,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]",[1.0],21,149,26,66,132,
neos-2746589-doon_ds_qaoa_R0001_0001,data/miplib_benders/qaoa_problems/nvars_04/neos-2746589-doon_ds_qaoa_R0001_0001.json,4,12,1,ddsim,30,256,ok,9.848591597052291,401.63671875,29.0,"{""C0013"": 0, ""C0014"": 0, ""C0015"": 0, ""C0016"": 1}",29.0,"{""C0013"": 0, ""C0014"": 0, ""C0015"": 0, ""C0016"": 1}",1.0,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]",[1.0],22,149,26,66,132,
